error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0.000111249,0.000111249,0,0,mcl,0.0255386,-0.0001,0,odom,0.0254273,-0.0001,0,
error,0.000643225,0.000643225,0,0,mcl,0.0814131,-0.0001,0,odom,0.0807699,-0.0001,0,
error,0.00114184,0.00114184,0,0,mcl,0.127906,-0.0001,0,odom,0.126764,-0.0001,0,
error,0.00179048,0.00179048,0,0,mcl,0.184351,-0.0001,0,odom,0.18256,-0.0001,0,
error,0.00222273,0.00222273,0,0,mcl,0.230867,-0.0001,0,odom,0.228644,-0.0001,0,
error,0.00255049,0.00255049,0,0,mcl,0.251748,-0.0001,0,odom,0.249197,-0.0001,0,
error,0.00255049,0.00255049,0,0,mcl,0.251748,-0.0001,0,odom,0.249197,-0.0001,0,
