error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,8.21914e-05,8.21914e-05,0,0,mcl,0.0104008,-0.0001,0,odom,0.0103186,-0.0001,0,
error,0.000452873,0.000452873,0,0,mcl,0.0631117,-0.0001,0,odom,0.0626588,-0.0001,0,
error,0.000762946,0.000762946,0,0,mcl,0.109563,-0.0001,0,odom,0.1088,-0.0001,0,
error,0.0015134,0.0015134,0,0,mcl,0.165763,-0.0001,0,odom,0.164249,-0.0001,0,
error,0.00189667,0.00189667,0,0,mcl,0.212256,-0.0001,0,odom,0.210359,-0.0001,0,
error,0.00247248,0.00247248,0,0,mcl,0.251123,-0.0001,0,odom,0.24865,-0.0001,0,
error,0.00247307,0.00247307,0,0,mcl,0.251844,-0.0001,0,odom,0.249371,-0.0001,0,
