error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,2.8526e-05,2.8526e-05,0,0,mcl,0.0105586,-0.0001,0,odom,0.01053,-0.0001,0,
error,0.000590651,0.000590651,0,0,mcl,0.0736252,-0.0001,0,odom,0.0730345,-0.0001,0,
error,0.000936806,0.000936806,0,0,mcl,0.111357,-0.0001,0,odom,0.11042,-0.0001,0,
error,0.00157321,0.00157321,0,0,mcl,0.158705,-0.0001,0,odom,0.157132,-0.0001,0,
error,0.00200328,0.00200328,0,0,mcl,0.21524,-0.0001,0,odom,0.213236,-0.0001,0,
error,0.0055971,0.0055971,0,0,mcl,0.255157,-0.0001,0,odom,0.24956,-0.0001,0,
error,0.0026369,0.0026369,0,0,mcl,0.255157,-0.0001,0,odom,0.25252,-0.0001,0,
