error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0,0,0,0,mcl,0,-0.0001,0,odom,0,-0.0001,0,
error,0.000299293,0.000299293,0,0,mcl,0.0177507,-0.0001,0,odom,0.0174514,-0.0001,0,
error,0.00215868,0.00215868,0,0,mcl,0.0657127,-0.0001,0,odom,0.063554,-0.0001,0,
error,0.00399833,0.00399833,0,0,mcl,0.123683,-0.0001,0,odom,0.119685,-0.0001,0,
error,0.00655758,0.00655758,0,0,mcl,0.173169,-0.0001,0,odom,0.166612,-0.0001,0,
error,0.00813911,0.00813911,0,0,mcl,0.221821,-0.0001,0,odom,0.213682,-0.0001,0,
error,0.0103189,0.0103189,0,0,mcl,0.260341,-0.0001,0,odom,0.250022,-0.0001,0,
error,0.0103412,0.0103412,0,0,mcl,0.263182,-0.0001,0,odom,0.252841,-0.0001,0,
