error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0.188743,0.187555,0.0211477,0.129264,mcl,0.187555,0.0210477,0.129264,odom,0,-0.0001,0,
error,0.205014,0.20343,0.0254373,-0.0410527,mcl,0.20343,0.0253373,-0.0410527,odom,0,-0.0001,0,
error,0.202587,0.200942,0.0257684,-0.122409,mcl,0.200942,0.0256684,-0.122409,odom,0,-0.0001,0,
error,0.188934,0.188535,0.0122717,0.175971,mcl,0.188535,0.0121717,0.175971,odom,0,-0.0001,0,
error,0.191272,0.191159,0.00654832,0.271491,mcl,0.191159,0.00644832,0.271491,odom,0,-0.0001,0,
error,0.191201,0.191185,0.00248111,0.29972,mcl,0.191185,0.00238111,0.29972,odom,0,-0.0001,0,
error,0.192322,0.192091,0.0094131,0.171678,mcl,0.192091,0.0093131,0.171678,odom,0,-0.0001,0,
error,0.19237,0.192368,0.000892984,0.219735,mcl,0.192368,0.000792984,0.219735,odom,0,-0.0001,0,
error,0.193334,0.193328,-0.00146152,0.222131,mcl,0.193328,-0.00156152,0.222131,odom,0,-0.0001,0,
error,0.192807,0.192782,0.00314111,0.18024,mcl,0.192782,0.00304111,0.18024,odom,0,-0.0001,0,
error,0.218,0.2142,0.0405279,-0.48188,mcl,0.2142,0.0404279,-0.48188,odom,0,-0.0001,0,
error,0.221054,0.218309,0.0347288,-0.378749,mcl,0.218309,0.0346288,-0.378749,odom,0,-0.0001,0,
error,0.20141,0.198246,0.0355582,-0.237357,mcl,0.198246,0.0354582,-0.237357,odom,0,-0.0001,0,
error,0.214176,0.210982,0.0368466,-0.280277,mcl,0.210982,0.0367466,-0.280277,odom,0,-0.0001,0,
error,0.214918,0.210967,0.0410194,-0.269879,mcl,0.210967,0.0409194,-0.269879,odom,0,-0.0001,0,
error,0.209488,0.206631,0.0344794,-0.255918,mcl,0.223765,0.0343794,-0.255918,odom,0.0171343,-0.0001,0,
error,0.156587,0.154995,0.0222735,0.196691,mcl,0.21774,0.0221735,0.196691,odom,0.0627453,-0.0001,0,
error,0.152416,0.15173,0.0144489,0.185219,mcl,0.260648,0.0143489,0.185219,odom,0.108918,-0.0001,0,
error,0.201902,0.199982,0.0277791,-0.0213401,mcl,0.364727,0.0276791,-0.0213401,odom,0.164745,-0.0001,0,
error,0.181687,0.180911,0.0167822,0.29249,mcl,0.39229,0.0166822,0.29249,odom,0.211379,-0.0001,0,
error,0.183763,0.181936,0.0258484,0.10057,mcl,0.437494,0.0257484,0.10057,odom,0.255558,-0.0001,0,
error,0.18322,0.181697,0.0235744,0.268134,mcl,0.4394,0.0234744,0.268134,odom,0.257703,-0.0001,0,
error,0.196525,0.19517,0.0230334,0.124139,mcl,0.452873,0.0229334,0.124139,odom,0.257703,-0.0001,0,
error,0.2004,0.199269,0.021262,0.180334,mcl,0.456972,0.021162,0.180334,odom,0.257703,-0.0001,0,
error,0.204392,0.202822,0.0252832,0.23538,mcl,0.460525,0.0251832,0.23538,odom,0.257703,-0.0001,0,
error,0.201656,0.19994,0.0262451,0.0143463,mcl,0.457643,0.0261451,0.0143463,odom,0.257703,-0.0001,0,
error,0.203851,0.200224,0.0382804,-0.383474,mcl,0.457927,0.0381804,-0.383474,odom,0.257703,-0.0001,0,
error,0.198987,0.198049,0.0192991,0.234073,mcl,0.474171,0.0191991,0.234073,odom,0.276121,-0.0001,0,
error,0.184968,0.184092,0.0179724,0.261823,mcl,0.504679,0.0178724,0.261823,odom,0.320587,-0.0001,0,
error,0.18415,0.183138,0.0192789,0.160228,mcl,0.550192,0.0191789,0.160228,odom,0.367054,-0.0001,0,
error,0.182789,0.182051,0.0164081,0.382345,mcl,0.620864,0.0163081,0.382345,odom,0.438813,-0.0001,0,
error,0.18259,0.181372,0.0210512,-0.0772295,mcl,0.671551,0.0209512,-0.0772295,odom,0.490179,-0.0001,0,
error,0.162528,0.161163,0.0210167,-0.0772295,mcl,0.697108,0.0209167,-0.0772295,odom,0.535945,-0.0001,0,
error,0.182959,0.181528,0.0228327,-0.0518676,mcl,0.755612,0.0227327,-0.0518676,odom,0.574084,-0.0001,0,
error,0.1567,0.155169,0.0218496,0.210219,mcl,0.780127,0.0217496,0.210219,odom,0.624958,-0.0001,0,
error,0.180069,0.179447,0.01495,0.545374,mcl,0.850724,0.01485,0.545374,odom,0.671277,-0.0001,0,
error,0.138978,0.13799,0.0165464,0.47775,mcl,0.864879,0.0164464,0.47775,odom,0.726889,-0.0001,0,
error,0.178617,0.177997,0.0148744,0.621339,mcl,0.954944,0.0147744,0.621339,odom,0.776947,-0.0001,0,
error,0.191017,0.190053,0.019163,0.313676,mcl,1.00761,0.019063,0.313676,odom,0.817562,-0.0001,0,
error,0.196132,0.194388,0.0260933,-0.0291144,mcl,1.08322,0.0259933,-0.0291144,odom,0.888831,-0.0001,0,
error,0.184955,0.184064,0.0181339,0.445308,mcl,1.10982,0.0180339,0.445308,odom,0.925755,-0.0001,0,
error,0.201515,0.199798,0.0262487,0.0612188,mcl,1.18882,0.0261487,0.0612188,odom,0.989025,-0.0001,0,
error,0.164933,0.163442,0.0221299,0.174146,mcl,1.19925,0.0220299,0.174146,odom,1.0358,-0.0001,0,
error,0.167835,0.167253,0.0139561,0.765828,mcl,1.25777,0.0138561,0.765828,odom,1.09052,-0.0001,0,
error,0.201468,0.200457,0.0201562,0.394202,mcl,1.32237,0.0200562,0.394202,odom,1.12191,-0.0001,0,
error,0.177557,0.175979,0.0236247,0.557451,mcl,1.34927,0.0235247,0.557451,odom,1.17329,-0.0001,0,
error,0.151253,0.149514,0.0228707,0.441537,mcl,1.36908,0.0227707,0.441537,odom,1.21957,-0.0001,0,
error,0.173079,0.171296,0.0247847,0.456215,mcl,1.44337,0.0246847,0.456215,odom,1.27208,-0.0001,0,
error,0.207603,0.205685,0.0281548,0.179186,mcl,1.53255,0.0280548,0.179186,odom,1.32686,-0.0001,0,
error,0.166072,0.163591,0.0285952,0.268051,mcl,1.5295,0.0284952,0.268051,odom,1.36591,-0.0001,0,
