error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0.0330918,0.0123119,0.0307162,-0.586367,mcl,0.0123119,0.0306162,-0.586367,odom,0,-0.0001,0,
error,0.0330918,0.0123119,0.0307162,-0.586367,mcl,0.0123119,0.0306162,-0.586367,odom,0,-0.0001,0,
error,0.019575,-0.00334468,0.0192871,-0.361581,mcl,-0.00334468,0.0191871,-0.361581,odom,0,-0.0001,0,
error,0.00978505,-0.000866413,0.00974661,-0.348091,mcl,-0.000866413,0.00964661,-0.348091,odom,0,-0.0001,0,
error,0.0084202,0.00360655,-0.00760871,-0.153561,mcl,0.00360655,-0.00770871,-0.153561,odom,0,-0.0001,0,
error,0.0114495,0.00073754,0.0114257,-0.157248,mcl,0.00073754,0.0113257,-0.157248,odom,0,-0.0001,0,
error,0.0270369,-0.00128249,-0.0270065,0.453558,mcl,-0.00128249,-0.0271065,0.453558,odom,0,-0.0001,0,
error,0.0142257,-0.00509735,0.0132811,-0.409443,mcl,-0.00509735,0.0131811,-0.409443,odom,0,-0.0001,0,
error,0.0119224,-0.0107166,-0.00522488,-0.409466,mcl,-0.0107166,-0.00532488,-0.409466,odom,0,-0.0001,0,
error,0.0078123,0.00491761,0.00607035,-0.395089,mcl,0.00491761,0.00597035,-0.395089,odom,0,-0.0001,0,
error,0.00814258,0.00517638,0.00628545,-0.809269,mcl,0.00517638,0.00618545,-0.809269,odom,0,-0.0001,0,
error,0.0921384,0.0809196,0.0440623,-2.70596,mcl,0.0809196,0.0439623,-2.70596,odom,0,-0.0001,0,
error,0.110426,0.100416,0.0459404,-1.12729,mcl,0.100416,0.0458404,-1.12729,odom,0,-0.0001,0,
error,0.0282525,0.0050518,0.0277972,-0.751158,mcl,0.0050518,0.0276972,-0.751158,odom,0,-0.0001,0,
error,0.0509507,0.0136903,0.049077,-0.958018,mcl,0.0136903,0.048977,-0.958018,odom,0,-0.0001,0,
error,0.0384866,0.015447,0.0352507,-1.11197,mcl,0.015447,0.0351507,-1.11197,odom,0,-0.0001,0,
error,0.0916037,0.0677298,0.0616757,-1.29843,mcl,0.103403,0.0615757,-1.29843,odom,0.0356735,-0.0001,0,
error,0.0393106,-0.0242175,0.030965,-0.646543,mcl,0.0636639,0.030865,-0.646543,odom,0.0878815,-0.0001,0,
error,0.00499333,-0.0049639,0.000541412,-0.153765,mcl,0.127169,0.000441412,-0.153765,odom,0.132133,-0.0001,0,
error,0.0236987,0.0155885,0.0178501,-0.497866,mcl,0.193025,0.0177501,-0.497866,odom,0.177437,-0.0001,0,
error,0.0228083,0.0120121,0.0193889,-0.567013,mcl,0.245624,0.0192889,-0.567013,odom,0.233612,-0.0001,0,
error,0.0194661,0.0192767,-0.00270843,-0.0688054,mcl,0.290844,-0.00280843,-0.0688054,odom,0.271567,-0.0001,0,
error,0.0206612,0.0206092,-0.00146494,-0.0330432,mcl,0.292176,-0.00156494,-0.0330432,odom,0.271567,-0.0001,0,
error,0.00631966,0.00630548,-0.000423024,-0.156118,mcl,0.277872,-0.000523024,-0.156118,odom,0.271567,-0.0001,0,
error,0.00842643,0.00319502,0.00779722,-0.467056,mcl,0.274762,0.00769722,-0.467056,odom,0.271567,-0.0001,0,
error,0.020012,0.0187404,0.00701975,-0.505456,mcl,0.290307,0.00691975,-0.505456,odom,0.271567,-0.0001,0,
error,0.00997541,0.00297207,0.00952237,-0.368381,mcl,0.274539,0.00942237,-0.368381,odom,0.271567,-0.0001,0,
error,0.0114125,0.00218807,0.0112008,-0.574072,mcl,0.273755,0.0111008,-0.574072,odom,0.271567,-0.0001,0,
error,0.00646451,0.00614459,0.00200848,-0.503559,mcl,0.322103,0.00190848,-0.503559,odom,0.315958,-0.0001,0,
error,0.00852681,0.00492947,0.0069575,-0.89169,mcl,0.348891,0.0068575,-0.89169,odom,0.343961,-0.0001,0,
error,0.0236147,-0.0113377,0.0207149,-0.454148,mcl,0.384384,0.0206149,-0.454148,odom,0.395722,-0.0001,0,
error,0.0224469,0.0179779,0.0134408,-0.818427,mcl,0.464369,0.0133408,-0.818427,odom,0.446391,-0.0001,0,
error,0.00736165,-0.00248358,0.00693006,-0.565855,mcl,0.513539,0.00683006,-0.565855,odom,0.516022,-0.0001,0,
error,0.0244041,0.0215806,0.0113947,-0.70885,mcl,0.581801,0.0112947,-0.70885,odom,0.560221,-0.0001,0,
error,0.0145762,-0.00589442,0.0133312,-0.515337,mcl,0.609726,0.0132312,-0.515337,odom,0.61562,-0.0001,0,
error,0.0250514,-0.0112077,0.0224044,-0.634395,mcl,0.639965,0.0223044,-0.634395,odom,0.651173,-0.0001,0,
error,0.0321994,-0.0315024,0.00666318,-0.36393,mcl,0.670083,0.00656318,-0.36393,odom,0.701585,-0.0001,0,
error,0.0160757,0.00631108,0.014785,-0.587771,mcl,0.756072,0.014685,-0.587771,odom,0.749761,-0.0001,0,
error,0.025549,-0.0254847,0.00181117,-0.31765,mcl,0.776487,0.00171117,-0.31765,odom,0.801971,-0.0001,0,
error,0.00585565,-0.000296539,0.00584814,-0.408803,mcl,0.853121,0.00574814,-0.408803,odom,0.853418,-0.0001,0,
error,0.0282234,-0.0280617,0.00301692,-0.248227,mcl,0.88893,0.00291692,-0.248227,odom,0.916991,-0.0001,0,
error,0.0199564,-0.0184343,-0.00764435,-0.414305,mcl,0.948752,-0.00774435,-0.414305,odom,0.967186,-0.0001,0,
error,0.00721904,-0.00557405,0.00458742,-0.468973,mcl,0.993174,0.00448742,-0.468973,odom,0.998748,-0.0001,0,
error,0.00821705,-0.00768438,-0.00291038,0.0803391,mcl,1.05755,-0.00301038,0.0803391,odom,1.06524,-0.0001,0,
error,0.0361594,-0.0361556,0.000519645,-0.138314,mcl,1.07921,0.000419645,-0.138314,odom,1.11537,-0.0001,0,
error,0.0117554,-0.00834626,0.00827819,-0.597259,mcl,1.15742,0.00817819,-0.597259,odom,1.16576,-0.0001,0,
error,0.0103515,0.010166,-0.00195111,-0.528206,mcl,1.2263,-0.00205111,-0.528206,odom,1.21614,-0.0001,0,
error,0.0353339,-0.0351863,-0.00322712,0.13673,mcl,1.21445,-0.00332712,0.13673,odom,1.24963,-0.0001,0,
error,0.0125359,0.00335312,-0.0120791,-0.021179,mcl,1.30361,-0.0121791,-0.021179,odom,1.30025,-0.0001,0,
error,0.0240877,0.024026,0.00172392,-0.29241,mcl,1.37647,0.00162392,-0.29241,odom,1.35244,-0.0001,0,
error,0.00736368,0.00736357,-3.96887e-05,-0.29326,mcl,1.41079,-0.000139689,-0.29326,odom,1.40343,-0.0001,0,
error,0.028228,0.0268365,0.00875329,-0.634147,mcl,1.46865,0.00865329,-0.634147,odom,1.44181,-0.0001,0,
error,0.0162131,0.0161908,0.000850556,-0.635186,mcl,1.51394,0.000750556,-0.635186,odom,1.49775,-0.0001,0,
error,0.0289769,-0.0285394,-0.00501608,0.460545,mcl,1.5224,-0.0052146,-0.254531,odom,1.55094,-0.00019852,-0.715076,
error,0.0133948,0.0104026,-0.0084384,0.167018,mcl,1.60877,-0.0100887,-3.14871,odom,1.59837,-0.00165035,-3.31573,
error,0.0422818,-0.0419357,-0.00539869,3.14667,mcl,1.62535,-0.0131366,-4.13359,odom,1.66728,-0.00773793,-7.28026,
error,0.0306965,-0.029488,0.00852838,2.39476,mcl,1.68672,-0.00648748,-7.71994,odom,1.71621,-0.0150159,-10.1147,
error,0.0062799,-0.00515989,-0.00357948,0.7769,mcl,1.74435,-0.0249744,-11.2809,odom,1.74951,-0.0213949,-12.0578,
error,0.0313581,-0.0313465,-0.000852986,2.24352,mcl,1.77925,-0.0370625,-13.416,odom,1.8106,-0.0362095,-15.6596,
error,0.0145347,-0.0138908,-0.00427809,1.59369,mcl,1.83207,-0.0509653,-16.1794,odom,1.84596,-0.0466872,-17.7731,
error,0.010639,0.00680369,-0.00817908,0.217975,mcl,1.90035,-0.0707729,-18.7425,odom,1.89355,-0.0625938,-18.9605,
error,0.021943,-0.0210748,0.00611139,0.165643,mcl,1.91746,-0.0719369,-18.7948,odom,1.93853,-0.0780483,-18.9605,
error,0.0117099,0.00949268,-0.00685643,0.304357,mcl,1.99592,-0.101358,-18.6561,odom,1.98643,-0.0945018,-18.9605,
error,0.00344743,0.00193372,0.00285403,-0.0534761,mcl,2.04986,-0.112777,-19.0139,odom,2.04793,-0.115631,-18.9605,
error,0.00993531,0.00889762,-0.00442071,0.110894,mcl,2.08594,-0.130055,-18.8496,odom,2.07704,-0.125634,-18.9605,
error,0.0167444,0.0161953,-0.00425303,0.106998,mcl,2.14409,-0.147358,-18.8535,odom,2.1279,-0.143105,-18.9605,
error,0.0011556,-0.000509582,-0.00103718,0.318897,mcl,2.18532,-0.164044,-18.6416,odom,2.18583,-0.163007,-18.9605,
error,0.0125194,0.0105717,-0.00670625,0.185605,mcl,2.24941,-0.187925,-18.7749,odom,2.23884,-0.181219,-18.9605,
error,0.0114203,0.0106457,-0.0041342,0.205774,mcl,2.2817,-0.196423,-18.7547,odom,2.27106,-0.192289,-18.9605,
error,0.00431173,0.00266993,-0.00338564,0.0291663,mcl,2.32229,-0.212357,-18.9313,odom,2.31962,-0.208971,-18.9605,
error,0.0010853,-0.000790585,-0.000743545,-0.0203205,mcl,2.36191,-0.224516,-18.9808,odom,2.3627,-0.223772,-18.9605,
error,0.0191704,0.0184027,-0.00537055,0.126559,mcl,2.43279,-0.246901,-18.8339,odom,2.41439,-0.24153,-18.9605,
error,0.0205117,0.0201227,-0.0039758,-0.147718,mcl,2.47859,-0.260649,-19.1082,odom,2.45846,-0.256673,-18.9605,
error,0.00327945,0.000305613,-0.00326518,0.483287,mcl,2.50281,-0.275068,-18.4772,odom,2.5025,-0.271803,-18.9605,
error,0.00504347,0.00118062,0.00490334,0.216974,mcl,2.55412,-0.284229,-18.7435,odom,2.55294,-0.289132,-18.9605,
error,0.0122339,0.00795936,-0.00929069,0.284749,mcl,2.60533,-0.313686,-18.6757,odom,2.59737,-0.304395,-18.9605,
error,0.00812902,-0.00309419,-0.00751711,0.0137753,mcl,2.64774,-0.330279,-18.9467,odom,2.65083,-0.322762,-18.9605,
error,0.00213776,-0.000947864,0.00191613,0.333863,mcl,2.7038,-0.33937,-18.6266,odom,2.70475,-0.341286,-18.9605,
error,0.0056371,-0.00532312,0.00185507,0.126738,mcl,2.76982,-0.363615,-18.8337,odom,2.77514,-0.36547,-18.9605,
error,0.0206411,-0.0195829,0.00652398,0.214777,mcl,2.77322,-0.365014,-18.7457,odom,2.7928,-0.371538,-18.9605,
error,0.0119581,0.011611,-0.00286006,0.125873,mcl,2.84861,-0.389581,-18.8346,odom,2.837,-0.386721,-18.9605,
error,0.0126152,0.0122911,-0.00284124,-0.0313371,mcl,2.89373,-0.40483,-18.9918,odom,2.88144,-0.401989,-18.9605,
error,0.0348478,-0.0343821,0.00567789,0.0739295,mcl,2.89991,-0.414468,-18.8865,odom,2.93429,-0.420145,-18.9605,
error,0.0179718,-0.017298,0.004875,0.452766,mcl,2.96122,-0.430467,-18.5077,odom,2.97852,-0.435342,-18.9605,
error,0.0165526,0.0155148,-0.00576894,0.400745,mcl,3.03817,-0.456274,-18.5597,odom,3.02266,-0.450505,-18.9605,
error,0.0153919,0.0105813,-0.0111779,0.197196,mcl,3.07757,-0.476843,-18.1603,odom,3.06699,-0.465665,-18.3574,
error,0.0157547,0.0125926,0.00946774,-0.680082,mcl,3.1332,-0.472746,-15.9903,odom,3.1206,-0.482214,-15.3102,
error,0.00532868,0.00211756,-0.00488986,-0.277249,mcl,3.16794,-0.498581,-12.914,odom,3.16583,-0.493691,-12.6368,
error,0.00270763,0.00220846,-0.00156652,0.0873185,mcl,3.23767,-0.508583,-8.48639,odom,3.23546,-0.507017,-8.57371,
error,0.00575631,-0.00117821,0.00563444,-0.300608,mcl,3.27987,-0.507365,-6.23957,odom,3.28105,-0.512999,-5.93896,
error,0.0237334,0.0218081,0.00936375,0.501944,mcl,3.33757,-0.506917,-4.31114,odom,3.31576,-0.516281,-4.81308,
error,0.00920784,0.00915886,-0.000948473,0.384053,mcl,3.3807,-0.521876,-4.36702,odom,3.37154,-0.520928,-4.75107,
error,0.00745781,-0.00683605,-0.00298116,0.280635,mcl,3.42951,-0.529295,-4.47043,odom,3.43635,-0.526314,-4.75107,
error,0.00261045,0.00257694,-0.000416921,0.191736,mcl,3.47616,-0.529825,-4.55933,odom,3.47358,-0.529408,-4.75107,
error,0.0149637,0.0146519,-0.00303872,0.125588,mcl,3.53483,-0.53632,-4.62548,odom,3.52018,-0.533281,-4.75107,
error,0.00398758,0.00395293,-0.000524489,-0.120243,mcl,3.57404,-0.537953,-4.87131,odom,3.57008,-0.537429,-4.75107,
error,0.0109978,-0.00220246,0.010775,0.347802,mcl,3.63662,-0.532366,-4.40327,odom,3.63882,-0.543141,-4.75107,
error,0.0026465,0.0026161,0.00039996,0.28104,mcl,3.66698,-0.544864,-4.47003,odom,3.66436,-0.545264,-4.75107,
error,0.00905662,0.00895089,0.00137983,0.293858,mcl,3.7219,-0.547923,-4.45721,odom,3.71295,-0.549303,-4.75107,
error,0.0144501,-0.0144013,0.00118717,0.121603,mcl,3.76238,-0.553421,-4.62947,odom,3.77678,-0.554608,-4.75107,
error,0.00184382,-0.00157654,-0.000956135,0.267419,mcl,3.82624,-0.559806,-4.48365,odom,3.82782,-0.55885,-4.75107,
error,0.0158024,0.0153684,0.00367842,0.485643,mcl,3.8786,-0.558114,-4.26543,odom,3.86323,-0.561793,-4.75107,
error,0.0190321,0.0190321,8.10345e-06,0.307138,mcl,3.93504,-0.566171,-4.44393,odom,3.91601,-0.566179,-4.75107,
error,0.0109766,0.00904672,0.00621629,0.467187,mcl,3.97958,-0.564495,-4.28388,odom,3.97053,-0.570711,-4.75107,
error,0.0152288,0.012251,0.00904589,0.435433,mcl,4.02751,-0.565383,-4.31564,odom,4.01526,-0.574428,-4.75107,
