error,dis_error,x_error,y_error,yaw_error,slam,x_slam,y_slam,yaw_slam,odom,x_odom,y_odom,yaw_odom,
error,0.00399402,-0.00144433,-0.00372372,0.00614771,mcl,-0.00144433,-0.00382372,0.00614771,odom,0,-0.0001,0,
error,0.00399402,-0.00144433,-0.00372372,0.00614771,mcl,-0.00144433,-0.00382372,0.00614771,odom,0,-0.0001,0,
error,0.00409312,-0.00144269,-0.00383045,0.00671663,mcl,-0.00144269,-0.00393045,0.00671663,odom,0,-0.0001,0,
error,0.00419295,-0.00144104,-0.00393754,0.00728749,mcl,-0.00144104,-0.00403754,0.00728749,odom,0,-0.0001,0,
error,0.00419295,-0.00144104,-0.00393754,0.00728749,mcl,-0.00144104,-0.00403754,0.00728749,odom,0,-0.0001,0,
error,0.0036321,-0.00270446,-0.00242447,-0.0411098,mcl,-0.00270446,-0.00252447,-0.0411098,odom,0,-0.0001,0,
error,0.00371742,-0.00299628,-0.00220034,-0.045869,mcl,-0.00299628,-0.00230034,-0.045869,odom,0,-0.0001,0,
error,0.00479596,-0.00241373,-0.0041443,-0.0132724,mcl,-0.00241373,-0.0042443,-0.0132724,odom,0,-0.0001,0,
error,0.00486106,-0.00242305,-0.00421411,-0.0133651,mcl,-0.00242305,-0.00431411,-0.0133651,odom,0,-0.0001,0,
error,0.00329561,-0.00148382,-0.00294268,-0.148324,mcl,-0.00148382,-0.00304268,-0.148324,odom,0,-0.0001,0,
error,0.00150042,-0.00129872,-0.000751386,-0.215773,mcl,-0.00129872,-0.000851386,-0.215773,odom,0,-0.0001,0,
error,0.00109411,-0.000316355,0.00104738,-0.283982,mcl,-0.000316355,0.00094738,-0.283982,odom,0,-0.0001,0,
error,0.0022306,0.00173547,0.00140132,-0.201884,mcl,0.00173547,0.00130132,-0.201884,odom,0,-0.0001,0,
error,0.00260919,0.000908775,0.00244581,-0.0929205,mcl,0.000908775,0.00234581,-0.0929205,odom,0,-0.0001,0,
error,0.00174671,0.000724039,0.00158958,-0.0672633,mcl,0.000724039,0.00148958,-0.0672633,odom,0,-0.0001,0,
error,0.00280172,-0.00202931,0.00193172,-0.0669866,mcl,0.0140972,0.00183172,-0.0669866,odom,0.0161265,-0.0001,0,
error,0.0234426,-0.0231112,0.00392819,-0.160842,mcl,0.0445389,0.00382819,-0.160842,odom,0.06765,-0.0001,0,
error,0.0230546,-0.0228664,0.00293988,-0.12062,mcl,0.0910286,0.00283988,-0.12062,odom,0.113895,-0.0001,0,
error,0.0173353,-0.0167027,0.00464036,-0.160342,mcl,0.143501,0.00454036,-0.160342,odom,0.160204,-0.0001,0,
error,0.00652101,-0.00651623,0.000249557,-0.0592877,mcl,0.200473,0.000149557,-0.0592877,odom,0.20699,-0.0001,0,
error,0.00480513,-0.00386251,0.00285837,-0.150265,mcl,0.244031,0.00275837,-0.150265,odom,0.247893,-0.0001,0,
error,0.0140823,0.0131117,0.00513747,-0.175716,mcl,0.264057,0.00503747,-0.175716,odom,0.250946,-0.0001,0,
error,0.0136923,0.0127075,0.00509887,-0.174266,mcl,0.263653,0.00499887,-0.174266,odom,0.250946,-0.0001,0,
error,0.0136923,0.0127075,0.00509887,-0.174266,mcl,0.263653,0.00499887,-0.174266,odom,0.250946,-0.0001,0,
error,0.0136923,0.0127075,0.00509887,-0.174266,mcl,0.263653,0.00499887,-0.174266,odom,0.250946,-0.0001,0,
error,0.0136004,0.0126126,0.00508861,-0.173903,mcl,0.263558,0.00498861,-0.173903,odom,0.250946,-0.0001,0,
error,0.0136004,0.0126126,0.00508861,-0.173903,mcl,0.263558,0.00498861,-0.173903,odom,0.250946,-0.0001,0,
error,0.0115862,0.0104242,0.00505732,-0.173903,mcl,0.273867,0.00495732,-0.173903,odom,0.263443,-0.0001,0,
error,0.00788441,0.0067073,0.00414439,-0.158177,mcl,0.314559,0.00404439,-0.158177,odom,0.307852,-0.0001,0,
error,0.0151216,-0.013614,0.00658198,-0.206167,mcl,0.342391,0.00648198,-0.206167,odom,0.356005,-0.0001,0,
error,0.0269068,-0.0264226,0.00508112,-0.19293,mcl,0.385748,0.00498112,-0.19293,odom,0.412171,-0.0001,0,
error,0.00678912,0.00451492,0.00507027,-0.19147,mcl,0.463524,0.00497027,-0.19147,odom,0.459009,-0.0001,0,
error,0.0216507,-0.0206887,0.00638198,-0.207316,mcl,0.489445,0.00628198,-0.207316,odom,0.510134,-0.0001,0,
error,0.0141725,0.0133569,0.00473859,-0.174222,mcl,0.571746,0.00463859,-0.174222,odom,0.558389,-0.0001,0,
error,0.00559932,-0.00315084,0.00462867,-0.187768,mcl,0.612349,0.00452867,-0.187768,odom,0.6155,-0.0001,0,
error,0.0130357,0.0128721,0.00205873,-0.122426,mcl,0.677294,0.00195873,-0.122426,odom,0.664422,-0.0001,0,
error,0.00391516,0.00371915,0.00122328,-0.0991421,mcl,0.717371,0.00112328,-0.0991421,odom,0.713652,-0.0001,0,
error,0.00458788,0.0039539,0.00232709,-0.121996,mcl,0.771529,0.00222709,-0.121996,odom,0.767575,-0.0001,0,
error,0.0214654,-0.0213596,0.00212927,-0.136888,mcl,0.79287,0.00202927,-0.136888,odom,0.814229,-0.0001,0,
error,0.00289689,-0.00150302,0.00247647,-0.129311,mcl,0.856643,0.00237647,-0.129311,odom,0.858146,-0.0001,0,
error,0.0181742,-0.0179772,0.00266873,-0.13556,mcl,0.887691,0.00256873,-0.13556,odom,0.905668,-0.0001,0,
error,0.00238651,-0.00158223,0.00178661,-0.121986,mcl,0.956306,0.00168661,-0.121986,odom,0.957888,-0.0001,0,
error,0.0120301,-0.01183,0.00218478,-0.120583,mcl,1.01795,0.00208478,-0.120583,odom,1.02978,-0.0001,0,
error,0.00165841,-0.000325503,0.00162616,-0.127233,mcl,1.06322,0.00152616,-0.127233,odom,1.06354,-0.0001,0,
error,0.0175926,-0.0174569,0.00218097,-0.138553,mcl,1.09711,0.00208097,-0.138553,odom,1.11457,-0.0001,0,
error,0.0210707,-0.0208945,0.0027192,-0.121889,mcl,1.14468,0.0026192,-0.121889,odom,1.16558,-0.0001,0,
error,0.00315221,0.00275582,0.00153033,-0.120104,mcl,1.2178,0.00143033,-0.120104,odom,1.21505,-0.0001,0,
error,0.0232593,-0.0231535,0.00221637,-0.136335,mcl,1.24317,0.00211637,-0.136335,odom,1.26633,-0.0001,0,
